old_hash_id,author_name,content,source_url,source_name,title,image_url,created_at,score,category_names,impressive_score
madras-hc-quashes-savukku-shankar-s-detention-order-1723189392252,System User,"The Madras High Court quashed the detention order against YouTuber Savukku Shankar under the Goondas Act, passed by the Chennai Police on May 12. Shankar was arrested for allegedly making defamatory remarks against women police officials. The Supreme Court granted him interim relief in July, pending the court's decision.",https://www.thehawk.in/posts/madras-high-court-quashes-detention-order-against-youtuber-savukku-shankar?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Hawk,Madras HC quashes Savukku Shankar's detention order,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723189355231_507.jpg?,09-08-2024 07:43,800,"hatke,entertainment,national",13.7
delhi-hc-sets-august-12-for-puja-khedkar-s-bail-hearing-1723188991514,System User,The Delhi High Court has scheduled an August 12 hearing for former IAS officer Puja Khedkar's plea challenging the denial of anticipatory bail. Khedkar is accused of identity fraud to gain extra attempts in the UPSC exam. The court stressed the need for thorough investigation into the alleged conspiracy and possible insider involvement.,https://www.thehawk.in/posts/delhi-hc-fixes-august-12-for-hearing-on-former-ias-puja-khedkar's-anticipatory-bail?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Hawk,Delhi HC sets August 12 for Puja Khedkar's bail hearing,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723188956584_337.jpg?,09-08-2024 07:36,800,"hatke,national",13.7
shehbaz-sharif-slammed-for-his-post-on-x-for-arshad-nadeem-1723185556977,System User,"Pakistan Prime Minister Shehbaz Sharif has been criticised for his message to hail Arshad Nadeem following the javelin thrower's historic gold in the Paris 2024 Olympics. Sharif's criticism comes due to posting a picture with Nadeem of him presenting the athlete with a cheque of PKR 10 lakh, with the netizens accusing him of flaunting.",https://www.freepressjournal.in/sports/classless-clueless-pakistanis-slam-pm-shehbaz-sharif-for-posting-old-photo-on-x-of-presenting-arshad-nadeem-with-pkr-1m-cheque?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Shehbaz Sharif slammed for his post on X for Arshad Nadeem,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723185524471_1.jpg?,09-08-2024 06:39,800,"hatke,sports",13.7
woman-turns-off-husband-s-life-support-as--revenge--for-infidelity-1723184927131,System User,A woman in China got her husband's life support turned off allegedly as revenge for his infidelity. The 38-year-old husband from Liaoning province had been living with his mistress abandoning his wife. He has been committing infidelity for over ten years. The woman's action has instigated a debate on the internet. ,https://www.shethepeople.tv/news/chinese-woman-turns-off-husbands-life-support-6808681?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,She The People,Woman turns off husband's life support as 'revenge' for infidelity,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723184877176_538.jpg?,09-08-2024 06:28,800,"hatke,miscellaneous,world",13.7
pakistan-shaheens-cricket-team-celebrates-nadeem-s-victory-1723178098246,System User,"Pakistan's Shaheens cricket team couldn't hold back but celebrate track and field athlete Arshad Nadeem's gold medal in the men's javelin throw final in the Paris 2024 Olympics. The likes of Sarfaraz Ahmed, Umar Gul, and Mohammad Huraira were seen cheering for Nadeem in their hotel room as a video of the same emerged on social media.",https://www.freepressjournal.in/sports/video-pakistan-shaheens-cricket-team-celebrate-as-arshad-nadeem-clinches-historic-gold-in-paris-2024-olympics?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Free Press Journal,Pakistan Shaheens cricket team celebrates Nadeem's victory,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723178062713_240.jpg?,09-08-2024 04:34,800,"hatke,sports",13.7
bangladesh-chief-justice-hassan-to-resign-after-protestors-give-him-a-deadline-1723278112014,Shalini ojha,"Bangladesh Chief Justice Obaidul Hassan said he agreed to resign ""in principle"", AFP reported on Saturday. His decision came after hundreds of protesters including students gheraoed the Supreme Court of Bangladesh and gave him a 1 pm deadline to resign. ""They are trying to use the Supreme Court...to declare the interim government illegal,"" a protestor told local media. ",https://www.hindustantimes.com/world-news/hundreds-of-protesters-gherao-bangladesh-supreme-court-give-chief-justice-deadline-to-resign-101723272848575-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,Bangladesh Chief Justice Hassan to resign after protestors give him a deadline,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723275574191_272.jpg?,10-08-2024 08:21,800,world,12.29
thought-it-could-fall-on-my-home--eyewitness-on-brazil-plane-crash-1723277784155,Swati Dubey,"An aircraft with 57 passengers and four crew members crashed in São Paulo, Brazil, killing all on board. The crash left flaming wreckage in a residential neighbourhood. ""I thought it might have fallen on my house, with my son inside,"" one eyewitness told AFP. Another resident recalled, ""I went out on the balcony and saw the plane spinning.""
",https://www.ndtv.com/world-news/brazil-plane-crash-voepass-thought-plane-might-fall-on-my-house-brazil-resident-describes-horror-6305506/amp/1?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NDTV,Thought it could fall on my home: Eyewitness on Brazil plane crash,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723276559884_977.jpg?,10-08-2024 08:16,600,world,10.29
uk-man-wrongly-jailed-for-17-yrs-ordered-to-pay--1cr-boarding-fees-1723277098274,Swati Dubey,"The British government has informed victims of historic miscarriages of justice, including Andrew Malkinson, that they must now cover ""bed and board"" costs for time spent in prison. Malkinson, who was wrongfully jailed for 17 years, will see £100,000 (₹1 crore) deducted from his compensation. This new ruling reverses a previous policy, adding further financial strain on victims.",https://www.ndtv.com/world-news/uk-man-wrongfully-jailed-for-17-years-ordered-to-pay-rs-1-crore-for-bed-and-board-fees-6305834/amp/1?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NDTV,UK man wrongly jailed for 17 yrs ordered to pay ₹1cr boarding fees,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723275892523_771.jpg?,10-08-2024 08:04,600,world,10.29
israeli-missile-launched-to-attack-hezbollah-drone-kills-own-citizen-1723273907480,Dharini Mudgal,"A 27-year-old Israeli citizen died due to a malfunctioning Iron Dome interceptor missile. The missile reportedly missed a drone fired by Hezbollah and exploded on a highway, where the man was travelling. He was critically injured by shrapnel from the interceptor impact and died during treatment. Notably, Iron Dome is Israel's missile system designed to protect against incoming short-range threats.",https://www.youtube.com/watch?t=5s&utm_campaign=fullarticle&v=zEG8Gb_1jHI&utm_medium=referral&utm_source=inshorts,Hindustan Times,Israeli missile launched to attack Hezbollah drone kills own citizen,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723272891369_899.jpg?,10-08-2024 07:11,600,world,10.29
trump-s-jet-faces-technical-snag--diverted-ahead-of-montana-rally-1723272890275,Swati Dubey,"Former US President Donald Trump's plane bound to Bozeman was diverted to Billings on Friday due to a mechanical issue, according to CBS News. The nature of the technical snag remains unconfirmed. The aircraft ""landed without incident,"" and Trump later departed for Bozeman on another private jet ahead of his scheduled rally in Montana.
",https://www.aninews.in/news/world/us/us-donald-trumps-plane-diverted-due-to-mechanical-issue-ahead-of-montana-rally20240810091506/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,ANI,"Trump's jet faces technical snag, diverted ahead of Montana rally",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723271843280_745.jpg?,10-08-2024 06:54,600,world,10.29
prince-harry-to-get--8-5-million-royal-inheritance-1723268707539,System User,"Tensions within the royal family are rising as Prince Harry is set to inherit $8.5 million from a trust fund established by the late Queen Mother. Prince William and Kate Middleton are reportedly upset by the windfall, deepening the rift between the brothers as Harry's financial independence continues to grow.",https://thedailyguardian.com/prince-harry-8-5-million-royal-inheritance-sparks-tensions-with-prince-william/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Daily Guardian,Prince Harry to get $8.5 million royal inheritance,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723268615764_552.jpg?,10-08-2024 05:45,800,world,12.29
air-india-halts-tel-aviv-flights-amid-rising-middle-east-tensions-1723215401027,System User,"Air India has suspended flights to and from Tel Aviv indefinitely due to escalating tensions between Israel and Iran. The airline is prioritizing the safety of passengers and crew, offering full refunds and waivers on rescheduling and cancellation charges. The situation is being closely monitored by Air India.",https://www.thehawk.in/posts/air-india-suspends-flights-to-and-from-tel-aviv-as-middle-east-tensions-rise?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Hawk,Air India halts Tel Aviv flights amid rising Middle East tensions,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723215353955_893.jpg?,09-08-2024 14:56,800,"world,national,travel",12.58
200-dealers-protest-at-hero-electric-hq--seek--500-crore-dues-1723177865293,Ashley Paul,"At least 200 dealers are protesting at Hero Electric's Gurugram headquarters, seeking dues worth ₹500 crore which they claim the EV-maker hasn't paid in past two years. ""Some of the dealers [even] attempted suicide because they're in huge debt,"" one of the protesting dealers said. ""We urged them to pay...half the dues, even a quarter...They simply refused,"" the dealer added.",https://www.ndtvprofit.com/business/hero-electric-dealers-protest-at-gurugram-hq-seeking-rs-500-crore-dues?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NDTV Profit,"200 dealers protest at Hero Electric HQ, seek ₹500-crore dues",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723176350008_769.jpg?,09-08-2024 04:31,600,"automobile,business",10.5
1st-indian-bike-on-supercar-blondie--the-ultraviolette-f77--races-a-jet-1723167002588,Roshan Gupta,"Supercar Blondie - top global auto reviewer, featured her first Indian brand: Ultraviolette F77, which claims to be India's fastest electric motorcycle, soon hitting Europe. Designed in Bengaluru by aviation industry experts, the video shows the bike racing an RC jet before being submerged in the world's deepest man-made pool (200ft), highlighting its tech & performance in extreme conditions.",https://www.ultraviolette.com/?utm_source=SCB&utm_medium=advertorial&utm_campaign=inshorts,Ultraviolette,"1st Indian bike on Supercar Blondie, the Ultraviolette F77, races a jet",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/8_thu/img_1723112394872_628.jpg?,09-08-2024 01:30,1000,automobile,57.5
maruti-suzuki-recalls-2-555-alto-k10-cars-over-steering-issue-1723111748378,Mansi Agarwal,"Maruti Suzuki has announced a recall of 2,555 Alto K10 cars over a suspected defect in the steering gearbox assembly that could affect the vehicle's steerability. Customers of the affected vehicles have been asked not to use the car till the part is replaced. The automaker said it is contacting affected owners to conduct a voluntary check for the issue.",https://x.com/NDTVProfitIndia/status/1821221331792167389?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,NDTV Profit,"Maruti Suzuki recalls 2,555 Alto K10 cars over steering issue",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/8_thu/img_1723111100995_466.jpg?,08-08-2024 10:09,600,"automobile,business",10.5
electric-scooter-owner-gets--8-000-servicing-bill-1723103362022,System User,"An electric scooter owner was billed ₹8,000 for maintenance despite no significant damage, citing wear and tear on parts like the electric motor and pulleys. The scooter, four years old with 13,398 kilometre, faced unexpected high costs. The owner's frustration grew as attempts to secure a company service pack, which would have reduced expenses, failed.",https://trak.in/stories/electric-scooter-owner-gets-rs-8000-service-bill-claims-10-yr-old-car-has-less-expenses/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Trak.in,"Electric scooter owner gets ₹8,000 servicing bill",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/8_thu/img_1723103332928_600.jpg?,08-08-2024 07:49,800,automobile,12.5
which-were-india-s-10-best-selling-cars-in-july--1723087801467,Ankush Verma,"Hyundai Creta was India's top-selling car in July 2024 with the sale of 17,350 units. Maruti Suzuki Swift secured the second spot with sales of 16,854 units, followed by Maruti Suzuki Wagon R (16,191), Tata Punch (16,121), Maruti Suzuki Ertiga (15,701), Maruti Suzuki Brezza (14,676), Tata Nexon (13,902), Mahindra Scorpio (12,237), Maruti Suzuki Eeco (11,916) and Maruti Suzuki Dzire (11,647).",https://www.financialexpress.com/auto/car-news/top-10-best-selling-cars-in-july-2024-creta-becomes-the-best-seller/3574975/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Financial Express,Which were India's 10 best-selling cars in July?,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/7_wed/img_1723049704558_783.jpg?,08-08-2024 03:30,800,"automobile,business",12.5
us-man-dies-after-cybertruck-loses-control--catches-fire--probe-on-1722945056866,Debaroti Adhikary,"A US man died on Monday after his Tesla Cybertruck crashed in Texas. The Cybertruck lost control, crashed into a concrete culvert before bursting into flames, leaving just a shell of the car remaining, officials said. US National Highway Traffic Safety Administration (NHTSA) said it is seeking more information about the incident from the Elon Musk-led EV maker.",https://auto.hindustantimes.com/auto/news/tesla-cybertruck-crashes-killing-driver-nhtsa-likely-to-probe-accident/amp-41722911531554.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,HT Auto,"US man dies after Cybertruck loses control, catches fire; probe on",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/6_tue/img_1722942217026_325.jpg?,06-08-2024 11:50,600,"automobile,technology",10.71
elon--you-are-really-good--trump-after-being-gifted-cybertruck-1722942608617,Debaroti Adhikary,"Former US President Donald Trump praised Tesla CEO Elon Musk after YouTuber Adin Ross gifted him a Cybertruck wrapped in the 'raised fist' photograph taken after his assassination attempt. ""Elon you are great...you are really good,"" Trump can be heard as saying during a livestream. Notably, Musk has publicly endorsed Trump in the US Presidential race.",https://x.com/SawyerMerritt/status/1820528254501224700?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X (formerly Twitter),"Elon, you are really good: Trump after being gifted Cybertruck",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/6_tue/img_1722938863065_85.jpg?,06-08-2024 11:10,600,"automobile,business,technology",10.71
youtuber-gifts-cybertruck-with--raised-fist--pic-to-trump--musk-reacts--1722915908976,Ashley Paul,YouTuber Adin Ross gifted a Tesla Cybertruck wrapped in the 'raised fist' photograph to ex-US President Donald Trump. The picture was clicked when 20-year-old Thomas Matthew Crooks shot at Trump during an election rally and Trump raised his fist while being escorted to safety. Tesla CEO Elon Musk reacted to an image of Trump near the Cybertruck with fire emojis.,https://www.latestly.com/socially/world/donald-trump-gets-tesla-cybertruck-with-raised-fist-image-as-gift-from-kick-streamer-adin-ross-watch-videos-6166819.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,LatestLY,"YouTuber gifts Cybertruck with 'raised fist' pic to Trump, Musk reacts ",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/6_tue/img_1722915035099_234.jpg?,06-08-2024 03:45,600,"automobile,world,technology",10.71
ola-electric-s-ipo--boosting-india-s-ev-ambitions-1722844270747,System User,"Ola Electric, aiming to create a comprehensive electric two-wheeler ecosystem, is advancing towards its goal with an IPO that opened on August 2. The company received 35% of bids on the first day and plans to raise approximately Rs 6,145.56Cr. This milestone is expected to bolster Ola's position as a leader in India's EV revolution and benefit the entire industry.",https://www.thecore.in/business/ola-electric-ipo-ev-revolution-india-605302?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,The Core,Ola electric’s IPO: Boosting India’s EV ambitions,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/5_mon/img_1722844167364_389.jpg?,05-08-2024 07:51,800,"automobile,business,FINANCE,startup",13
scientists-dig-deepest-hole-in-earth-s-mantle--obtain-rock-sample-1723266560020,Swati Dubey,"Scientists aboard an ocean drilling vessel have drilled 4,160 feet, the deepest so far into Earth's mantle beneath the Atlantic seabed, retrieving a significant rock sample. This cylindrical core sample is shedding light on the mantle's composition and its interactions with seawater. These processes may have played crucial role in the emergence of life on Earth billions of years ago.
",https://ddnews.gov.in/en/scientists-obtain-deepest-rock-sample-from-earths-mantle/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,DD News,"Scientists dig deepest hole in Earth's mantle, obtain rock sample",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723265420798_214.jpg?,10-08-2024 05:09,600,science,10.38
india-s-1st-methane-eating-bacteria-discovered--1723195916401,Daisy Mowke,"Scientists have reported the discovery of India's first indigenous methane-eating bacteria, known as methanotrophs, in rice fields and wetlands in Western India. The team isolated and described a novel genus and species of methanotrophs, named Methylocucumis oryzae. Methane, the second most important greenhouse gas, has 26 times more global warming potential than carbon dioxide.



",https://www.indiatoday.in/amp/science/story/methane-eating-bacteria-discovered-in-western-ghats-punes-stone-quarry-2579693-2024-08-09?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,India Today,India's 1st methane-eating bacteria discovered ,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723195040995_589.jpg?,09-08-2024 09:31,800,"science,national",12.38
10-000-yr-old-giant-panda-fossil-found-in-limestone-cave-in-china-1723195299906,Swati Dubey,"A 10,000-year-old giant panda fossil has been discovered in a limestone cave in Shaanxi Province, China. The remarkably well-preserved fossil includes over 90% of the skull and 70% of the skeleton, a rare find according to researchers. The fossil was found 180 metres deep in a cave in Chenggu County, Hanzhong City, resting on a limestone platform.",https://x.com/Panda_Paws_/status/1821305638204375064?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Panda Paws,"10,000-yr-old giant panda fossil found in limestone cave in China",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723193291393_793.jpg?,09-08-2024 09:21,600,science,10.38
china-s-rocket-breaks-into-300-parts-after-launching-18-satellites-1723190295961,Swati Dubey,"China's Long March 6A rocket broke apart after successfully launching 18 satellites, creating over 300 pieces of trackable debris in low Earth orbit, US Space Command stated. The satellites are part of China's planned Qianfan broadband network, similar to Elon Musk's Starlink. After delivering satellites at 800 km altitude, the rocket's upper stage disintegrated, resulting in a cloud of debris.
",https://x.com/US_SpaceCom/status/1821615199230816555?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,USSPACECOM,China's rocket breaks into 300 parts after launching 18 satellites,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723188740656_806.jpg?,09-08-2024 07:58,600,"world,science",10.38
satellites--power-grids-at-risk-as-geomagnetic-storm-to-hit-earth-1723187958773,Swati Dubey,"A series of powerful solar events is expected to trigger significant geomagnetic storms on Earth in the coming days. Three coronal mass ejections (CMEs), including a potent one from an X1.3-class solar flare on August 8, are en route. The combined impact could elevate geomagnetic storm levels to category G3, potentially disrupting satellites, communications, and power grids.",https://www.indiatoday.in/amp/science/story/geomagnetic-storm-to-hit-earth-satellites-power-grids-space-station-at-risk-2579623-2024-08-09?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,India Today,"Satellites, power grids at risk as geomagnetic storm to hit Earth",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723186729305_557.jpg?,09-08-2024 07:19,600,science,10.38
what-are-the-reasons-driving--deep-winter-heatwave--in-antarctica--1723186716091,Shalini ojha,"Since mid-July, ground temperatures in Antarctica were recorded 10 degrees Celsius higher than normal. Some parts also recorded -25 to -30 degrees Celsius temperatures as opposed to -50 to -60 degrees Celsius deep-winter temperatures. Scientists say a weakening polar vortex, that keeps cold air trapped, is causing this. The reduction in extent of Antarctic sea ice is also a factor. 
",https://indianexpress.com/article/explained/explained-climate/whats-causing-antarcticas-deep-winter-heatwave-what-could-be-its-fallout-9503603/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Indian Express,What are the reasons driving 'deep-winter heatwave' in Antarctica?,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723184404409_139.jpg?,09-08-2024 06:58,800,"EXPLAINERS,science",13
engineered-dust-can-be-sprinkled-on-mars-to-make-it-liveable--study-1723184513175,Swati Dubey,"Scientists propose sprinkling engineered dust particles in Mars' atmosphere to warm the planet, potentially making it habitable for humans. This approach is part of broader efforts to terraform Mars, currently an inhospitable environment with extreme cold, deadly UV rays, and thin air. According to University of Chicago study, this method is over 5,000 times more efficient than previous ideas.
",https://news.uchicago.edu/story/scientists-lay-out-revolutionary-method-warm-mars?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Chicago University,Engineered dust can be sprinkled on Mars to make it liveable: Study,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723182753232_590.jpg?,09-08-2024 06:21,600,science,10.38
new-moons-orbiting-350-asteroids-discovered-by-esa-s-gaia-mission-1723174333903,Swati Dubey,"ESA's Gaia mission, originally intended for star mapping, has identified potential moons around over 350 asteroids, significantly expanding our knowledge of binary asteroid systems. Despite expectations that nearly one-sixth of asteroids have companions, only 500 of the million known asteroids have been confirmed. This discovery could nearly double the number of known asteroid moons. ",https://www.indiatoday.in/amp/science/story/new-moon-alert-european-probe-spots-350-asteroids-with-their-own-moons-2579049-2024-08-08?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,India Today,New moons orbiting 350 asteroids discovered by ESA's Gaia mission,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723172508878_232.jpg?,09-08-2024 03:32,600,science,10.38
world-s-largest-3d-printed-neighbourhood-nears-completion-in-texas-1723116938739,System User,"ICON's Vulcan printer is finalising the world's largest 3D-printed neighbourhood with 100 homes in Georgetown, Texas. Begun in November 2022, the project boasts faster, cheaper, and sustainable construction. Homeowners praise the resilience and insulation of the walls. Prices range from $450,000 to $600,000. ICON aims to use this technology for lunar structures in the future.",https://www.breezyscroll.com/world/the-us/worlds-largest-3d-printed-neighborhood-nears-completion-in-texas/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,BreezyScroll,World’s largest 3D-printed neighbourhood nears completion in Texas,https://nis-gs.pix.in/inshorts/images/v1/variants/webp/m/2024/08_aug/8_thu/img_1723116804381_950.webp?,08-08-2024 11:35,800,"world,science,technology",12.71
mehrangarh-fort-in-jodhpur-is-a-photographer-s-delight-1723268248565,System User,"Mehrangarh Fort, a sandstone structure perched on a hill overlooking Jodhpur, is the perfect example of Rajasthan's regal past and architectural prowess. The fortifications of this structure rise to 120 feet, and are spread across an area of 1,200 acres. Inside the fort are numerous palaces, which were residences of the king and queens, now part of the museum. ",https://www.timesnownews.com/travel/destinations/mehrangarh-fort-this-hilltop-fort-in-jodhpur-is-a-photographers-delight-article-112400059?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,Mehrangarh fort in Jodhpur is a photographer’s delight,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723268114833_804.jpg?,10-08-2024 05:37,800,travel,12.58
all-about-red-fort--venue-for-pm-s-independence-day-speech-1723268027984,System User,"Built by the Mughal emperor Shah Jahan in the 17th century, Red Fort became Mughal Sultanate's epicentre. For the British, it was a symbol of India's Revolt of 1857; they tried to destroy it, and almost did. But today, the fort is a symbol of India's sovereignty and unity, and has since 1947, been the venue for Independence day celebrations.",https://www.timesnownews.com/travel/destinations/independence-day-all-about-red-fort-the-venue-for-pms-independence-day-speech-article-112419008?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,"All about Red Fort, venue for PM’s Independence Day speech",https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/10_sat/img_1723267896852_356.jpg?,10-08-2024 05:33,800,travel,12.58
haunting--dark-tourism--sites-from-around-the-world--1723205200959,System User,"Dark tourism invites visitors to confront the darker aspects of human history. From the haunting remnants of concentration camps like Auschwitz and the chilling desolation of Chernobyl to the solemn memorials of Hiroshima and the Killing Fields, these destinations offer a sobering perspective on human suffering, conflict, and disaster. ",https://www.timesnownews.com/web-stories/travel/popular-dark-tourism-places-in-the-world/photostory/112404884.cms?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,Haunting 'Dark Tourism' sites from around the world ,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723205175256_990.jpg?,09-08-2024 12:06,800,travel,12.58
osaka-s-best-experiences-for-your-first-trip-to-japan-1723198344036,System User,"Osaka, a city pulsating with energy and rich in culture, offers a diverse array of attractions for every traveller. Explore iconic landmarks like Osaka Castle and Sumiyoshi Taisha Shrine, immerse yourself in the bustling energy of Dotonbori, and indulge in retail therapy at Shinsaibashi and Namba. For family fun, visit Universal Studios Japan or Tennoji Park.",https://www.timesnownews.com/web-stories/travel/best-things-to-do-and-see-in-osaka/photostory/112401147.cms?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,Osaka's best experiences for your first trip to Japan,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723198254242_275.jpg?,09-08-2024 10:12,800,travel,12.58
india-is-home-to-the-most-isolated-tribe-in-the-world-1723183916523,System User,"Located in the Bay of Bengal, the secluded North Sentinel Island is home to one of the last isolated tribes in the world. The Sentinelese have, for centuries, fended off all attempts of contact from the outside world. Anyone who has tried to bypass their desires has met a tragic end. Their island is also off-limits to travellers.",https://www.timesnownews.com/travel/destinations/world-tribal-day-this-is-the-most-isolated-tribe-in-the-world-and-it-stays-in-india-article-112394671?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,India is home to the most isolated tribe in the world,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/9_fri/img_1723183768868_383.jpg?,09-08-2024 06:11,800,travel,12.58
a-travel-vlogger-visited-the--world-s-strangest-country--1723116468127,System User,"Often dubbed the 'strangest country in the world', Turkmenistan's capital is eerily empty, as a travel vlogger recently discovered. Jacob, who visited the country's capital Ashgabat, said ""The city [Ashgabat] is full of these crazy lavish monuments, there is no traffic - malls, hotels are all empty so the question is where is everyone?""",https://www.timesnownews.com/travel/news/a-travel-vlogger-visited-the-worlds-strangest-country-and-its-city-of-the-dead-article-112369115?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,A travel vlogger visited the 'world's strangest country',https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/8_thu/img_1723116373496_837.jpg?,08-08-2024 11:27,800,travel,12.58
independence-day-long-weekend--5-getaways-near-kolkata--1723109231678,System User,"Kolkata, the cultural capital of India, is a great starting point for exploring the diverse landscapes and experiences that the eastern part of the country offers. If you're looking to escape the city's hustle and bustle, you can look at coastal cities like Shankarpur and Mousuni, Bengal's canyon Gangani, tea estates of Raimatang or go birdwatching at Gajoldoba ",https://www.timesnownews.com/travel/destinations/independence-day-long-weekend-5-lesser-known-getaways-near-kolkata-article-112366587?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,Times Now,Independence day long weekend: 5 getaways near Kolkata ,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2024/08_aug/8_thu/img_1723109101936_316.jpg?,08-08-2024 09:27,800,travel,12.58
